rank,youtuber,subscribers,videoviews,impression,videocount,category,started,uploadpermonth,region
919,Ø§Ù„Ø¬Ø§Ù†Ø¨ Ø§Ù„Ù…ÙØ´Ø±Ù‚ | Bright Side Arabic,11400000,1605101022,1813764155,5063,Howto & Style,10/30/2018,74,Europe
920,MyLifeAsEva,11400000,1534278655,1749077667,326,Comedy,10/19/2011,2,Asia
921,GoldminesAction,11400000,1069320125,2010321835,529,Film & Animation,1/20/2015,5,Europe
922,Free Fire India Official,11300000,1389660530,1625902820,1117,People & Blogs,12/12/2018,17,Europe
923,Colors Rishtey,11300000,8954781989,10297999287,13423,Entertainment,8/21/2013,102,Asia
924,Yoeslan,11300000,8789109127,12216861687,240,Entertainment,6/5/2020,5,Europe
925,POCOYÃ“ en ESPAÃ‘OL - Canal Oficial,11300000,8388840225,9982719868,1538,Film & Animation,2/28/2007,7,Asia
926,Lil Wayne,11300000,5335786775,7950322295,254,Music,12/9/2013,2,Asia
927,elcarteldesantatv,11300000,6261374873,11708771013,313,Music,6/27/2008,2,Asia
928,Star Casablanca | Ù†Ø¬ÙˆÙ… Ø§Ù„Ø¯Ø§Ø± Ø§Ù„Ø¨ÙŠØ¶Ø§Ø¡,11300000,5129031730,9232257114,998,Music,4/5/2015,9,Asia
929,UnspeakableGaming,11300000,4826278522,5888059797,2444,Gaming,9/12/2012,17,Europe
931,Simone e Simaria,11300000,4474548691,7025041445,224,Music,2/15/2012,1,Asia
932,Single Track Studio,11300000,4462580470,5667477197,1719,Entertainment,12/21/2010,10,Asia
933,CaptainSparklez,11300000,3924274232,5180041986,5501,Gaming,5/27/2010,32,Asia
934,Tiana,11300000,3176486598,4955319093,997,Entertainment,12/3/2015,10,Europe
935,Quantum Tech HD,11300000,3594122308,4205123100,392,Science & Technology,11/1/2015,4,Asia
936,Ya - Alisa,11300000,2127059635,3084236471,332,People & Blogs,4/6/2015,3,Asia
937,Jaiden Animations,11300000,2116631957,3259613214,101,Film & Animation,8/26/2014,1,Asia
938,Ben Azelart,11300000,2294003189,3624525039,236,Film & Animation,12/18/2014,2,Europe
939,Yoga With Adriene,11300000,1188547722,1747165151,649,Howto & Style,7/25/2012,4,Europe
940,The Viral Fever,11200000,1656301737,3113847266,433,Entertainment,11/30/2011,3,Europe
941,Lofi Girl,11200000,1311726533,1560954574,328,Music,8/8/2015,3,Europe
942,Marta and Rustam,11200000,12481668186,20095485779,390,Comedy,9/3/2021,11,Europe
943,ChainsmokersVEVO,11200000,11415809929,16781240596,231,Music,2/10/2012,2,Europe
944,ã›ã‚“ã‚‚ã‚‚ã‚ã„ã—ãƒ¼Ch Sen Momo Ai & Shii,11200000,7625038147,10751303787,3216,People & Blogs,9/1/2006,15,Asia
945,AlArabiya Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©,11200000,5892643162,9310376196,129135,People & Blogs,5/19/2006,586,Europe
946,DemiLovatoVEVO,11200000,5543363992,11031294344,201,Music,2/7/2009,1,Europe
947,Cut,11200000,4846700433,7997055714,1738,Entertainment,10/26/2014,15,Asia
948,Toys Make Me Smile,11200000,4562854224,7483080927,102,Entertainment,6/11/2015,1,Asia
949,Franco Escamilla,11200000,3344578049,5853011586,2053,Comedy,5/4/2007,10,Europe
950,Avocado Couple I Crazy Comics,11200000,3138496496,3703425865,660,Film & Animation,1/3/2018,8,Europe
951,Fortnite,11200000,2123231155,2696503567,792,Gaming,3/29/2014,6,Europe
952,luzugames,11200000,1978138747,3619993907,2882,Gaming,4/14/2013,21,Asia
953,Magic Five,11200000,1753589438,2770671312,405,Entertainment,1/19/2016,4,Europe
954,El RincÃ³n De Giorgio,11200000,1543663972,1821523487,551,Entertainment,5/15/2013,4,Asia
955,Pastor AntÃ´nio JÃºnior,11200000,1646248092,2074272596,3624,People & Blogs,8/30/2013,28,Europe
956,CarryisLive,11200000,1371995657,1811034267,893,Gaming,2/12/2017,10,Asia
957,MaJa Tv Moral Stories Fairy Tales,11100000,4132213251,5454521491,449,Entertainment,12/12/2017,6,Europe
958,FunToys Collector Disney Toys Review,11100000,15050447314,19716085981,2910,Entertainment,9/24/2011,19,Asia
959,DisneyJuniorUK,11100000,12321708693,17620043431,2799,Entertainment,4/24/2010,16,Europe
960,Morphle TV,11100000,7586526902,8496910130,1126,Entertainment,1/26/2011,7,Europe
962,Chotoonz TV - Funny Cartoons for Kids,11100000,7015448647,11996417186,1797,Film & Animation,7/5/2013,13,Europe
963,penguinz0,11100000,5768785195,9460807720,3952,Gaming,4/10/2007,19,Asia
964,ToysPlay,11100000,7000333135,11480546341,397,Entertainment,9/21/2015,4,Europe
965,Pari's Lifestyle,11100000,6680703649,9486599182,356,People & Blogs,11/20/2018,5,Asia
966,Comedy Central,11100000,6297139999,11460794798,5841,Comedy,11/16/2006,27,Asia
968,Sky Does Everything,11100000,3823868578,6691770012,2101,Music,7/16/2011,13,Europe
969,BakLol Video,11100000,3250851179,3836004391,257,Entertainment,4/20/2016,3,Europe
970,Genius,11100000,2891052624,4307668410,2797,Music,5/29/2011,18,Europe
971,Mo Vlogs,11100000,2933099311,3666374139,1906,People & Blogs,4/30/2013,14,Europe
972,The Film Theorists,11100000,2242892562,3386767769,355,Film & Animation,7/16/2014,3,Asia
973,bharatzkitchen HINDI,11100000,1903304025,2626559555,626,Howto & Style,1/26/2016,6,Europe
974,Mrwhosetheboss,11100000,1793692542,3408015830,1435,Science & Technology,4/23/2011,9,Europe
975,Acenix,11100000,1606057806,2505450177,259,Gaming,2/27/2014,2,Europe
976,HellomaphieMX,11100000,1584174173,1980217716,382,Howto & Style,2/15/2013,3,Asia
977,VirgÃ­nia Fonseca,11100000,1246793263,1782914366,1047,People & Blogs,1/13/2016,10,Asia
979,Barbie,11000000,3703938514,6222616704,2411,Entertainment,8/3/2005,10,Europe
980,Inside Edition,11000000,19367966533,31376105783,27156,News & Politics,11/23/2012,193,Europe
981,Flowers Comedy,11000000,9521653019,16853325844,8840,Entertainment,4/16/2015,79,Asia
982,Flamingo,11000000,8874980800,16329964672,2196,Gaming,9/16/2017,27,Asia
983,Doja Cat,11000000,5459891400,7370853390,25,Music,6/4/2018,0,Asia
984,Tyga,11000000,5211071220,7556053269,160,Music,3/28/2009,1,Europe
986,Emily Tube,11000000,4040393626,7151496718,770,Entertainment,4/26/2014,6,Europe
987,ExplosmEntertainment,11000000,3685664468,7297615647,1048,Comedy,11/26/2009,6,Asia
988,Coisa de Nerd,11000000,3419435728,5334319736,1962,Gaming,12/19/2009,11,Asia
989,Taylor RS,11000000,3306502621,4629103669,1845,Gaming,5/16/2016,19,Europe
990,unknown boy varun,11000000,3263285883,3654880189,193,Music,10/21/2016,2,Asia
991,Viih Tube,11000000,886497694,1648885711,505,People & Blogs,8/15/2013,4,Asia
992,OYUNCAKOYNUYORUM,10900000,9948474904,16613953090,791,Entertainment,12/5/2016,9,Asia
993,Brancoala,10900000,7934725886,15314020960,1685,Entertainment,5/14/2008,9,Europe
994,í•‘í¬í (ì¸ê¸° ë™ìš”ãƒ»ë™í™”),10900000,6663450148,12127479269,2726,Education,5/17/2014,22,Asia
995,OGGY,10900000,5589104660,10228061528,920,Film & Animation,3/9/2014,7,Asia
996,JP Plays,10900000,4609300218,8250647390,3528,Gaming,6/3/2014,29,Europe
997,TrapMusicHDTV,10900000,4070521973,5780141202,690,Music,4/19/2013,5,Asia
998,Games EduUu,10900000,3093784767,4331298674,1006,Gaming,2/18/2011,6,Europe
999,Hueva,10900000,3040301750,5746170308,831,Gaming,1/13/2012,5,Europe
1000,Dobre Brothers,10900000,2808411693,3707103435,590,People & Blogs,11/26/2017,7,Asia
